"July 23, 2020","July 22, 2020","July 21, 2020","July 20, 2020","July 17, 2020","July 16, 2020","July 15, 2020","July 14, 2020","July 13, 2020","July 10, 2020","July 9, 2020","July 8, 2020","July 7, 2020","July 6, 2020","July 2, 2020","July 1, 2020","June 30, 2020","June 29, 2020","June 26, 2020","June 25, 2020"
2.05%,2.08%,2.08%,2.10%,2.13%,2.14%,2.15%,2.13%,2.18%,2.19%,2.16%,2.24%,2.27%,2.33%,2.37%,2.40%,2.34%,2.38%,2.35%,2.40%
