"Aug. 27, 2020","Aug. 26, 2020","Aug. 25, 2020","Aug. 24, 2020","Aug. 21, 2020","Aug. 20, 2020","Aug. 19, 2020","Aug. 18, 2020","Aug. 17, 2020","Aug. 14, 2020","Aug. 13, 2020","Aug. 12, 2020","Aug. 11, 2020","Aug. 10, 2020","Aug. 7, 2020","Aug. 6, 2020","Aug. 5, 2020","Aug. 4, 2020","Aug. 3, 2020","July 31, 2020"
2.46%,2.40%,2.36%,2.31%,2.30%,2.33%,2.33%,2.30%,2.32%,2.30%,2.29%,2.17%,2.15%,2.06%,2.03%,2.04%,2.03%,2.08%,2.09%,2.03%
